"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction","tissue"
"GO:0072001","renal system development",0.0649926144756278,0.0223912577673023,0.105263157894737,2.90258882064837,7.6314241728955,2.42715536366124e-10,4.56309950258017e-07,3.75294147487457e-07,"Tfap2b/Six1/Enpep/Epcam/Stra6/Yap1/Bicc1/Tet2/Epha7/Dcn/Sfrp1/Tiparp/Bmp7/Aldh1a1/Serpinf1/Robo2/Bmp6/Npnt/Col4a1/Hmgcs2/Vcan/Kank2/Pdgfd/Pkd2/Cat/Robo1/Ctnnd1/Lrp4/Smad3/Hes1/Angpt1/Aph1a/Smo/Fbn1/Fgf10/Sec61a1/Wnt6/Actn4/Myo1e/Gpc3/Gfra1/Odc1/Tmed10/Cux1",44,"Up","ARC"
"GO:0001822","kidney development",0.0635155096011817,0.0216413113349046,0.106435643564356,2.93491963671995,7.62710300680999,2.7538319267231e-10,4.56309950258017e-07,3.75294147487457e-07,"Tfap2b/Six1/Enpep/Epcam/Stra6/Yap1/Bicc1/Tet2/Epha7/Dcn/Sfrp1/Tiparp/Bmp7/Aldh1a1/Serpinf1/Robo2/Bmp6/Npnt/Hmgcs2/Vcan/Kank2/Pdgfd/Pkd2/Cat/Robo1/Ctnnd1/Lrp4/Smad3/Hes1/Angpt1/Aph1a/Smo/Fbn1/Fgf10/Sec61a1/Wnt6/Actn4/Myo1e/Gpc3/Gfra1/Odc1/Tmed10/Cux1",43,"Up","ARC"
"GO:0001558","regulation of cell growth",0.0620384047267356,0.0244268266552389,0.0921052631578947,2.53976521806732,6.45746486547516,3.25030389105726e-08,1.61572606424456e-05,1.32886108556488e-05,"Avp/Frzb/Yap1/Igfbp4/Cxcl16/Epha7/Cyba/Sfrp1/Slc9a1/Cryab/Sema3b/Igfbp5/Cavin3/Mmp14/Wfdc1/Ccn3/Tp53/Ccn5/Zfp382/Syt17/Ncoa3/N6amt1/Nf2/Gas1/Smad3/Fam107a/Rb1/Adipor2/Sema6a/Sgk1/Adam17/Sh3bp4/Dab2/Sema4c/Igfbp7/Fhl1/Tead1/Mgll/Lamtor2/Abl1/Sfrp2/Usp47",42,"Up","ARC"
"GO:0150063","visual system development",0.0605612998522895,0.025819584315406,0.0850622406639004,2.34555673369822,5.80578415808511,4.07722298991049e-07,0.000112599308238028,9.26078017123528e-05,"Tfap2b/Clcn2/Mfap2/Stra6/Cyp1b1/Six6/Nfix/Bmp7/Aldh1a1/Serpinf1/Six3/Cryab/Bmp6/Col5a1/Col4a1/Phactr4/Rhoj/Rax/Fat1/Sh3pxd2b/Foxp2/Max/Fzd5/Arl6/Th/Kdr/Cfd/Nf2/Gas1/Sox2/Smad3/Hes1/Ttll5/Klf4/Fbn1/Fgf10/C1qa/Nphp4/Maf/Rxra/Optn",41,"Up","ARC"
"GO:0048880","sensory system development",0.0605612998522895,0.0260874223269766,0.0841889117043121,2.32147504238715,5.73216270130252,5.34340303608523e-07,0.000132810282461898,0.000109230407327132,"Tfap2b/Clcn2/Mfap2/Stra6/Cyp1b1/Six6/Nfix/Bmp7/Aldh1a1/Serpinf1/Six3/Cryab/Bmp6/Col5a1/Col4a1/Phactr4/Rhoj/Rax/Fat1/Sh3pxd2b/Foxp2/Max/Fzd5/Arl6/Th/Kdr/Cfd/Nf2/Gas1/Sox2/Smad3/Hes1/Ttll5/Klf4/Fbn1/Fgf10/C1qa/Nphp4/Maf/Rxra/Optn",41,"Up","ARC"
"GO:0001654","eye development",0.0590841949778434,0.0256588815084637,0.0835073068893528,2.30268006648514,5.60279921571275,9.04762180838763e-07,0.000180209372278821,0.000148213999498341,"Tfap2b/Clcn2/Mfap2/Stra6/Cyp1b1/Six6/Nfix/Bmp7/Aldh1a1/Serpinf1/Six3/Cryab/Bmp6/Col5a1/Col4a1/Phactr4/Rhoj/Rax/Fat1/Sh3pxd2b/Foxp2/Max/Fzd5/Arl6/Th/Kdr/Cfd/Nf2/Gas1/Sox2/Smad3/Hes1/Ttll5/Klf4/Fbn1/Fgf10/Nphp4/Maf/Rxra/Optn",40,"Up","ARC"
"GO:0016055","Wnt signaling pathway",0.0576070901033973,0.0242661238482966,0.0860927152317881,2.37397165132499,5.74270135485801,5.79043458009341e-07,0.000137067858560211,0.000112732069719713,"Frzb/Yap1/Bicc1/Col6a1/Lats2/Sfrp1/Six3/Hbp1/Dkk3/Nkd1/Nxn/Tpbg/Fzd5/Daam2/Pkd2/Pbxip1/Arl6/Lgr6/Ctnnd1/Usp8/Lrp4/Fzd9/Sox2/Smad3/Rnf213/Foxo1/Klf4/Mcc/Fgf10/Dab2/Wnt6/Mbd2/Nphp4/Stk3/Abl1/Gpc3/Sfrp2/Usp47/Rbpj",39,"Up","ARC"
"GO:0198738","cell-cell signaling by wnt",0.0576070901033973,0.0243732590529248,0.0857142857142857,2.36353661109939,5.7119671895706,6.46994328613035e-07,0.000146191309433427,0.000120235692456126,"Frzb/Yap1/Bicc1/Col6a1/Lats2/Sfrp1/Six3/Hbp1/Dkk3/Nkd1/Nxn/Tpbg/Fzd5/Daam2/Pkd2/Pbxip1/Arl6/Lgr6/Ctnnd1/Usp8/Lrp4/Fzd9/Sox2/Smad3/Rnf213/Foxo1/Klf4/Mcc/Fgf10/Dab2/Wnt6/Mbd2/Nphp4/Stk3/Abl1/Gpc3/Sfrp2/Usp47/Rbpj",39,"Up","ARC"
"GO:0007015","actin filament organization",0.0576070901033973,0.0256588815084637,0.081419624217119,2.24511306482301,5.35520476788047,2.30259328791752e-06,0.000394696249456483,0.000324619685309316,"Rhog/Espn/Lcp1/Rhoj/Svil/Vasp/Tnfaip1/Fat1/Sh3pxd2b/Kank2/Lima1/Daam2/Snx9/Wipf3/Itgb1bp1/Tpm2/Rhoc/Nf2/Smad3/Arhgef18/Fam107a/Phldb2/Swap70/Arpc1b/Rapgef3/Zyx/Iqgap1/Samd14/Actn4/Sorbs3/Fmn2/Myo1e/Abl1/Lmod1/Aif1/Ssh3/Arf6/Triobp/Pls1",39,"Up","ARC"
"GO:0031589","cell-substrate adhesion",0.0561299852289513,0.0203021212770516,0.100263852242744,2.76473499803183,6.73299155873845,1.5815906541478e-08,1.09265665518309e-05,8.98660324350942e-06,"Axl/Emilin1/Svep1/Itgbl1/Npnt/Lamc1/Itgb4/Acer2/Mmp14/Lamb1/Rras/Efemp2/Plau/Itgb1bp1/Kdr/Itgae/Smad3/Sned1/Angpt1/Fam107a/Phldb2/Trpm7/Net1/Zyx/Iqgap1/Pdpn/Parva/Dab2/Ecm2/Actn4/Sorbs3/Rsu1/Abl1/Fbln2/Fbln1/Col3a1/Triobp/Mkln1",38,"Up","ARC"
