"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module"
"GO:0008202","steroid metabolic process",0.0706806282722513,0.0188022284122563,0.0769230769230769,3.75916230366492,7.54246356569387,4.15030321761903e-09,1.36233703118345e-06,1.18611297219323e-06,"Acat2/Bmp6/Cbr1/Creb1/Cyp51/Dgat2/Dhcr24/Dhh/Ebp/Fdft1/Fdps/Hmgcr/Hmgcs1/Idi1/Insig1/Lss/Msmo1/Mvd/Mvk/Nsdhl/Rest/Sc5d/Sqle/Srd5a1/Stard4/Sult1a1/Tm7sf2",27,"green"
"GO:0006066","alcohol metabolic process",0.0706806282722513,0.0198735804585387,0.0727762803234501,3.55651204470724,7.18876755972923,1.35009898468674e-08,3.54535993378738e-06,3.08675262604168e-06,"Acat2/Bmp6/Cyp51/Dgat2/Dhcr24/Ebp/Fdft1/Fdps/Hmgcr/Hmgcs1/Idi1/Insig1/Ip6k1/Lss/Msmo1/Mvd/Mvk/Nsdhl/Plpp2/Pten/Rest/Sc5d/Sptssa/Sqle/Stard4/Sult1a1/Tm7sf2",27,"green"
"GO:0006694","steroid biosynthetic process",0.06282722513089,0.00958860081422755,0.134078212290503,6.55228289800813,10.7882493992592,2.94846883635338e-13,2.90350468659899e-10,2.52792407074719e-10,"Acat2/Bmp6/Creb1/Cyp51/Dhcr24/Dhh/Ebp/Fdft1/Fdps/Hmgcr/Hmgcs1/Idi1/Insig1/Lss/Msmo1/Mvd/Mvk/Nsdhl/Rest/Sc5d/Sqle/Srd5a1/Stard4/Tm7sf2",24,"green"
"GO:1901617","organic hydroxy compound biosynthetic process",0.06282722513089,0.013338332976216,0.0963855421686747,4.71027565760424,8.51887830243644,3.51746082858486e-10,1.25957074579961e-07,1.09663994062483e-07,"Acat2/Bmp6/Creb1/Cyp51/Dhcr24/Ebp/Fdft1/Fdps/Hmgcr/Hmgcs1/Idi1/Insig1/Ip6k1/Lss/Msmo1/Mvd/Mvk/Nsdhl/Rest/Sc5d/Sptssa/Sqle/Stard4/Tm7sf2",24,"green"
"GO:0006457","protein folding",0.0602094240837696,0.0102849796443111,0.119791666666667,5.85411212914485,9.7716078398962,1.00751887145205e-11,6.61436139108274e-09,5.75876575998385e-09,"Ahsa1/Cct6a/Cdc123/Chordc1/Dnaja1/Dnajb1/Fkbp10/Fkbp4/Hsp90ab1/Hsp90b1/Hspa1a/Hspa1b/Hspa4/Hspa5/Hspa8/Hspb1/Hsph1/Pdia4/Pdia6/Ptges3/Qsox1/St13/Tor2a",23,"green"
"GO:0048608","reproductive structure development",0.0602094240837696,0.0229269337904435,0.0537383177570093,2.62614375886872,4.91901324160565,2.69999755373619e-05,0.00303865438976196,0.00264559158799174,"Amh/Amhr2/Bmp6/Casp2/Cbr1/Ddit3/Dhcr24/Dhh/Fdps/Fkbp4/Hmgcs1/Hspa5/Inha/Nasp/Patz1/Pdgfa/Pten/Ptpn11/Rarg/Slit3/Srd5a1/Tcf7l2/Zp3",23,"green"
"GO:0061458","reproductive system development",0.0602094240837696,0.0231947718020141,0.0531177829099307,2.59581877320049,4.85606198497297,3.23543258149474e-05,0.00335378129960731,0.0029199554987562,"Amh/Amhr2/Bmp6/Casp2/Cbr1/Ddit3/Dhcr24/Dhh/Fdps/Fkbp4/Hmgcs1/Hspa5/Inha/Nasp/Patz1/Pdgfa/Pten/Ptpn11/Rarg/Slit3/Srd5a1/Tcf7l2/Zp3",23,"green"
"GO:2001233","regulation of apoptotic signaling pathway",0.0602094240837696,0.0239982858367259,0.0513392857142857,2.50890519820494,4.67236070537234,5.46220726817225e-05,0.00512277010222155,0.00446011811521434,"Acsl5/Akt1/Casp2/Ddit3/Dnaja1/Faf1/Gsdme/Hdac2/Hspa1a/Hspa1b/Hspb1/Hsph1/Mapk7/Maz/Nfe2l2/Parp1/Pten/Rnf34/Sfpq/Tcf7l2/Vnn1/Xbp1/Yap1",23,"green"
"GO:0048511","rhythmic process",0.0575916230366492,0.0220162845511035,0.0535279805352798,2.61586476605394,4.78763244977475,4.2773603835321e-05,0.00432013398736743,0.00376130637774564,"Amh/Ass1/Casp2/Cbr1/Cdk1/Cdk4/Creb1/Cry1/Ddit3/Hdac2/Hspa5/Hspa8/Id1/Klf10/Mettl3/Parp1/Pcna/Pten/Sfpq/Slit3/Srrd/Zp3",22,"green"
"GO:0072594","establishment of protein localization to organelle",0.0575916230366492,0.024908935076066,0.0473118279569892,2.31208692225412,4.14120935317472,0.000252923173090211,0.0142323482686049,0.0123913338034272,"Akt1/Bag3/Calm1/Cct6a/Cdk1/Ddit3/Dnaja1/Fam53a/Hsp90ab1/Hspa4/Hspa5/Hspa8/Hsph1/Mavs/Nup62/Rhou/Sae1/Scarb2/Trim28/Vps11/Xbp1/Zfand2b",22,"green"
"GO:0046165","alcohol biosynthetic process",0.0549738219895288,0.00792800514248982,0.141891891891892,6.93413046554408,10.4755550709469,3.04050146926298e-12,2.39530705748538e-09,2.08546395512817e-09,"Acat2/Bmp6/Cyp51/Dhcr24/Ebp/Fdft1/Fdps/Hmgcr/Hmgcs1/Idi1/Insig1/Ip6k1/Lss/Msmo1/Mvd/Mvk/Nsdhl/Rest/Sc5d/Sptssa/Tm7sf2",21,"green"
"GO:0019216","regulation of lipid metabolic process",0.0549738219895288,0.0199271480608528,0.0564516129032258,2.75874007768958,4.95227373237445,2.95461622374955e-05,0.00314546846090527,0.00273858880710556,"Acsl5/Akt1/Bmp6/Creb1/Cyp51/Dgat2/Dhh/Fdps/Fmo2/Insig1/Lpcat1/Mid1ip1/Mtmr4/Mvk/Opa3/Pdgfa/Prmt3/Rest/Samd8/Stard4/Tcf7l2",21,"green"
"GO:0007548","sex differentiation",0.0549738219895288,0.021373473323334,0.0526315789473684,2.57205841829705,4.58783011661681,8.0969902620842e-05,0.0070875654760777,0.00617075889447259,"Amh/Amhr2/Bmp6/Casp2/Cbr1/Ddit3/Dhcr24/Dhh/Fdps/Fkbp4/Hmgcs1/Hspa5/Inha/Nasp/Patz1/Pdgfa/Ptpn11/Slit3/Srd5a1/Tcf7l2/Zp3",21,"green"
